"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ahcyl21",4.35788194725443e-17,0.541739023887441,0.983,0.8,9.63658434996372e-13,"9","Ahcyl2"
"Acer31",4.42442787004232e-17,0.824803394407472,0.417,0.275,9.78373734902457e-13,"9","Acer3"
"Peli12",5.02791227495325e-17,0.572594051095155,0.983,0.801,1.11182224136041e-12,"9","Peli1"
"Mapkapk22",5.37577360894674e-17,0.510609285585737,1,0.874,1.18874481814639e-12,"9","Mapkapk2"
"Arpc51",5.88556940370413e-17,0.347228799996308,1,0.997,1.30147596224109e-12,"9","Arpc5"
"Pltp1",6.52323447077813e-17,1.12978674362379,0.3,0.155,1.44248283852317e-12,"9","Pltp"
"Hist1h1c2",7.20014087975626e-17,0.453369386806928,0.927,0.695,1.5921671527405e-12,"9","Hist1h1c"
"Sgpl12",1.11091847726828e-16,0.429467409682966,0.91,0.723,2.45657402878335e-12,"9","Sgpl1"
"Tbl1xr13",1.16888035146834e-16,0.47972714554848,0.81,0.664,2.58474512120194e-12,"9","Tbl1xr1"
"Nsd14",1.33606173391825e-16,0.473813562314567,0.8,0.675,2.95443331221343e-12,"9","Nsd1"
"Tet22",1.42914091834694e-16,0.397836868167392,0.893,0.683,3.1602593127406e-12,"9","Tet2"
"Kdm7a2",1.48317800053425e-16,0.463908632120808,0.953,0.719,3.27975151258139e-12,"9","Kdm7a"
"Nrip12",1.66403287040528e-16,0.824116445511999,0.733,0.638,3.67967588632719e-12,"9","Nrip1"
"Arih13",1.81648079402058e-16,0.60374732516257,1,0.969,4.0167839798177e-12,"9","Arih1"
"Polb",1.96285666965641e-16,0.503095461344927,0.957,0.82,4.34046495361123e-12,"9","Polb"
"Pfkfb32",2.98773121309546e-16,0.704996451625088,0.377,0.219,6.606770031518e-12,"9","Pfkfb3"
"Cap13",3.03636292643681e-16,0.448402020158297,0.89,0.719,6.71430933922971e-12,"9","Cap1"
"Id22",3.33549855145582e-16,0.57467926948486,0.997,0.948,7.37578794683426e-12,"9","Id2"
"Kdm6b3",5.57423205153576e-16,0.50149697926792,0.843,0.685,1.2326299335561e-11,"9","Kdm6b"
"Chd22",1.08444327810301e-15,0.441933917752978,0.997,0.831,2.39802942086919e-11,"9","Chd2"
"Lnpep3",1.15555603482009e-15,0.591715544940474,0.74,0.618,2.55528105979766e-11,"9","Lnpep"
"Adam81",1.16054285399859e-15,0.326576415396807,0.27,0.117,2.56630841304709e-11,"9","Adam8"
"Arid1b3",1.21523973408254e-15,0.517334745857962,1,0.901,2.68725962397672e-11,"9","Arid1b"
"Gdi2",1.22045684311921e-15,0.551441851616024,1,0.991,2.6987962171895e-11,"9","Gdi2"
"Herpud1",1.46077702951975e-15,0.567500131319582,0.98,0.837,3.23021624537703e-11,"9","Herpud1"
"Ncoa21",1.55152656513398e-15,0.56293220162579,0.993,0.825,3.43089069348077e-11,"9","Ncoa2"
"Zfp36l24",1.56800066652761e-15,1.01518258936384,0.477,0.371,3.46731987389249e-11,"9","Zfp36l2"
"Irf2bp21",1.87034347840692e-15,0.46023236788479,0.913,0.729,4.13589053380122e-11,"9","Irf2bp2"
"Map4k43",2.11234424272793e-15,1.01004107861923,1,0.975,4.67102682394426e-11,"9","Map4k4"
"Pias13",2.72869663661637e-15,0.460324233330749,0.863,0.71,6.03396687254979e-11,"9","Pias1"
"Sema4d3",2.84580459749679e-15,0.338133951092182,0.383,0.208,6.29292770644464e-11,"9","Sema4d"
"Actr22",2.91319330642821e-15,0.449730000247971,1,0.879,6.44194435850471e-11,"9","Actr2"
"Clta1",3.10584332842419e-15,0.327345046968559,1,1,6.86795135214442e-11,"9","Clta"
"Tiparp2",3.22080209127039e-15,0.623858845636798,1,0.901,7.12215966442621e-11,"9","Tiparp"
"Gnai2",3.37611170351452e-15,0.363428158844453,1,1,7.46559580998166e-11,"9","Gnai2"
"Resf12",3.50033335670886e-15,0.349828784145523,0.947,0.725,7.7402871516903e-11,"9","Resf1"
"Epb413",5.88601659960981e-15,0.529453740205094,0.83,0.671,1.30157485067172e-10,"9","Epb41"
"Ccdc122",6.28332584739035e-15,0.492302940831607,0.993,0.922,1.38943184463343e-10,"9","Ccdc12"
"Arpc3",7.08228618050817e-15,0.274727691215809,1,1,1.56610594309577e-10,"9","Arpc3"
"Gcnt2",7.46200706559601e-15,0.89822340030617,0.4,0.266,1.65007362241525e-10,"9","Gcnt2"
"Cd2742",7.79080528516212e-15,0.889855287307335,0.493,0.354,1.7227807727079e-10,"9","Cd274"
"Tbc1d41",1.03290384119182e-14,2.046995757398,0.567,0.562,2.28406026402747e-10,"9","Tbc1d4"
"Ptpre3",1.07307674918522e-14,0.535067166947834,0.343,0.19,2.37289461547328e-10,"9","Ptpre"
"Btbd93",1.09365858703246e-14,0.466107805638246,0.997,0.897,2.41840723350488e-10,"9","Btbd9"
"Rab4b",1.43628687451426e-14,0.403921527678792,0.917,0.764,3.17606116561338e-10,"9","Rab4b"
"Sbds",1.45882541546881e-14,0.461315909500661,0.933,0.785,3.22590064122619e-10,"9","Sbds"
"Rps61",1.95608818543214e-14,0.262584823573811,1,1,4.32549780444609e-10,"9","Rps6"
"Pik3cd1",2.04508686564334e-14,0.528821815461346,0.297,0.16,4.52230058599711e-10,"9","Pik3cd"
"Fem1c2",2.38867844860875e-14,0.829046287978062,0.497,0.413,5.28208465340854e-10,"9","Fem1c"
"Lims13",2.43636963296766e-14,0.444466799713473,0.99,0.83,5.38754416938139e-10,"9","Lims1"
"Atp8a11",2.64177570079158e-14,0.737053665260244,0.4,0.274,5.84175860716043e-10,"9","Atp8a1"
"Pan32",3.39061160840374e-14,0.494273217906683,0.987,0.828,7.49765944966318e-10,"9","Pan3"
"Sec24b1",4.07340049052589e-14,0.391373885572462,0.85,0.701,9.0075105046999e-10,"9","Sec24b"
"Klf132",4.0858320755243e-14,0.44399977547735,0.987,0.81,9.03500046860689e-10,"9","Klf13"
"Bin13",4.51512103971686e-14,0.578343718483162,0.69,0.638,9.9842871551259e-10,"9","Bin1"
"Filip1l3",4.69537698558694e-14,0.824858406638981,0.5,0.416,1.03828871282284e-09,"9","Filip1l"
"Elf41",4.81300544566118e-14,0.724981317340288,0.393,0.272,1.06429989419906e-09,"9","Elf4"
"Osbpl92",6.73873853380143e-14,0.327746403700999,0.933,0.74,1.49013725197951e-09,"9","Osbpl9"
"Map3k3",6.75325638918405e-14,0.38038877537436,0.91,0.719,1.49334758534027e-09,"9","Map3k3"
"Pstpip11",8.39095191501268e-14,0.439043614904417,0.297,0.156,1.85549119696675e-09,"9","Pstpip1"
"Mctp12",9.65828709782185e-14,0.783692592807202,0.293,0.155,2.13573702594135e-09,"9","Mctp1"
"Ifi2034",1.1518272294588e-13,0.831387333444666,0.357,0.219,2.54703555250224e-09,"9","Ifi203"
"Ust1",1.48231884262968e-13,0.765898824915058,0.44,0.338,3.27785165670701e-09,"9","Ust"
"Sh3bp1",1.69123213828e-13,0.524270425392055,0.25,0.13,3.73982162737857e-09,"9","Sh3bp1"
"Pak22",1.69353405981349e-13,0.396165783018656,1,0.965,3.74491186646558e-09,"9","Pak2"
"Itpkb4",2.63847595738599e-13,0.470044862415366,0.83,0.657,5.83446188456764e-09,"9","Itpkb"
"Cep3502",2.68499248392901e-13,0.458536988062354,0.87,0.706,5.93732387971222e-09,"9","Cep350"
"Sipa1l13",3.3201642390934e-13,0.395099966796602,0.94,0.724,7.34187918190723e-09,"9","Sipa1l1"
"Fos2",4.05587300849375e-13,0.53304078310766,1,0.97,8.96875198368224e-09,"9","Fos"
"Lpp2",4.60298190811148e-13,0.432551071629383,1,0.919,1.01785738934069e-08,"9","Lpp"
"Emilin23",6.21291958315468e-13,0.432019457503508,0.283,0.138,1.37386290742299e-08,"9","Emilin2"
"1700025G04Rik2",7.10886341150988e-13,0.728252186167956,0.617,0.605,1.57198296618718e-08,"9","1700025G04Rik"
"Vasp2",7.32490698224629e-13,0.347526938841059,0.963,0.779,1.61975668098412e-08,"9","Vasp"
"Nup982",7.56195633661086e-13,0.374622988356866,0.953,0.772,1.67217540471476e-08,"9","Nup98"
"Srebf2",8.30844150831933e-13,0.412549553661519,0.99,0.875,1.83724567073465e-08,"9","Srebf2"
"Fcho21",8.66365905611209e-13,0.377305157341706,0.927,0.743,1.91579492707807e-08,"9","Fcho2"
"Sri",8.86771121905636e-13,0.381080741158383,1,0.987,1.96091698186993e-08,"9","Sri"
"Mapk142",1.17182706902861e-12,0.384177262361086,0.923,0.772,2.59126119774296e-08,"9","Mapk14"
"Kctd122",1.36555272121073e-12,0.762342262238469,0.497,0.41,3.0196467324133e-08,"9","Kctd12"
"Tubb63",1.58342787677963e-12,0.286538588542212,0.933,0.7,3.50143406392281e-08,"9","Tubb6"
"Smap23",1.74775751293974e-12,0.599408155444677,0.647,0.607,3.86481618836365e-08,"9","Smap2"
"Tmem134",1.81330995486536e-12,0.433228305632796,0.97,0.852,4.00977230319377e-08,"9","Tmem134"
"Itpk11",2.13472605313287e-12,0.424872128348049,0.773,0.654,4.72051972129272e-08,"9","Itpk1"
"Abi13",2.35254045744406e-12,0.372299948882857,1,0.877,5.20217271354606e-08,"9","Abi1"
"Irak22",2.61468574573495e-12,0.568881993443064,0.463,0.336,5.78185458954369e-08,"9","Irak2"
"Slc38a1",3.25522341392261e-12,0.581001235330662,1,0.978,7.19827553520707e-08,"9","Slc38a1"
"Ptprj1",3.30923228860205e-12,0.316390271122581,1,0.967,7.31770535978571e-08,"9","Ptprj"
"Bloc1s2",3.42054583580646e-12,0.467340723098534,0.947,0.838,7.56385300671882e-08,"9","Bloc1s2"
"Btaf11",3.81307548478597e-12,0.323492879775588,0.913,0.729,8.43185381950723e-08,"9","Btaf1"
"Cask1",4.26853280041537e-12,0.829077971309686,0.5,0.435,9.43900658155852e-08,"9","Cask"
"Ccdc28b",4.37926132524746e-12,0.509865012116433,0.28,0.166,9.68386056851971e-08,"9","Ccdc28b"
"Ppm1m",4.58193150043198e-12,0.570561012213048,0.253,0.144,1.01320251269052e-07,"9","Ppm1m"
"Mark22",4.86321729609803e-12,0.331980295460552,0.907,0.741,1.07540324068616e-07,"9","Mark2"
"Mycbp23",4.87054594769984e-12,0.503035947276983,0.997,0.872,1.07702382541487e-07,"9","Mycbp2"
"Abhd17b1",4.90744290039105e-12,0.515697029714427,0.947,0.755,1.08518284856347e-07,"9","Abhd17b"
"Skil4",4.95897082712162e-12,0.474356552476159,0.723,0.625,1.0965772190014e-07,"9","Skil"
"Ncoa31",6.18524930292764e-12,0.654793137726804,0.407,0.299,1.36774417835639e-07,"9","Ncoa3"
"Ube2j12",6.26596647836839e-12,0.375960552258655,0.98,0.819,1.3855931673616e-07,"9","Ube2j1"
"Ifnar23",6.83707955818904e-12,0.415167914036319,0.987,0.887,1.51188340270234e-07,"9","Ifnar2"
"Cotl12",6.99465500233453e-12,0.395755334035178,1,0.992,1.54672806066624e-07,"9","Cotl1"
"Ncoa7",7.12614929640405e-12,0.899237937649916,0.763,0.676,1.57580539391383e-07,"9","Ncoa7"
"Pycard2",7.15034675085298e-12,0.603752072329869,1,0.958,1.58115617701612e-07,"9","Pycard"
"S100a104",7.18228747334790e-12,0.522714841403691,1,0.966,1.58821922898142e-07,"9","S100a10"
"Senp22",7.36690862374159e-12,0.281467056584607,0.97,0.79,1.62904450396798e-07,"9","Senp2"
"Cdk11b1",7.80909516425015e-12,0.427778997517654,0.987,0.859,1.72682521367064e-07,"9","Cdk11b"
"Fryl1",8.09097585922065e-12,0.479947049346525,0.807,0.69,1.78915749174946e-07,"9","Fryl"
"Cox7a2l1",1.01527174617303e-11,0.347405433407388,1,0.996,2.24507041231242e-07,"9","Cox7a2l"
"Atp11b2",1.08458163140993e-11,0.348849799798561,0.993,0.797,2.39833536153679e-07,"9","Atp11b"
"Sik33",1.13394033413288e-11,0.526155614027372,1,0.962,2.50748226086803e-07,"9","Sik3"
"Nabp12",1.20599500249746e-11,0.624809667910127,0.36,0.237,2.66681674902264e-07,"9","Nabp1"
"Bri3bp",1.21343187371899e-11,0.40022845630807,0.923,0.769,2.68326190235479e-07,"9","Bri3bp"
"Limd1",1.28561267985831e-11,0.339619528327414,0.953,0.797,2.84287531897068e-07,"9","Limd1"
"Ndrg12",1.41624031250166e-11,0.361097659292547,0.84,0.616,3.13173220303491e-07,"9","Ndrg1"
"Dock43",1.56460323639713e-11,0.529793938588795,0.323,0.193,3.45980713664496e-07,"9","Dock4"
"Cyth13",1.60327809415406e-11,0.613697712403178,0.457,0.362,3.54532884960287e-07,"9","Cyth1"
"Notch22",1.66516799894554e-11,0.631119046484462,0.39,0.27,3.68218599606827e-07,"9","Notch2"
"Kdm6a2",1.81650074890151e-11,0.446434052386377,0.973,0.791,4.01682810604591e-07,"9","Kdm6a"
"Adgre53",1.96063222398899e-11,0.706251958037344,0.64,0.593,4.33554603690686e-07,"9","Adgre5"
"Rab211",2.1441116400398e-11,0.492489444777632,0.983,0.849,4.74127406962001e-07,"9","Rab21"
"Crlf22",2.67158304900449e-11,0.710030978452149,0.417,0.324,5.90767159626362e-07,"9","Crlf2"
"B4galt53",2.77406823789522e-11,0.366609521625777,0.89,0.702,6.1342970944577e-07,"9","B4galt5"
"Dapk11",2.85324201865209e-11,0.922767045445628,0.377,0.292,6.30937407584538e-07,"9","Dapk1"
"Pafah1b3",2.89395413319497e-11,0.343394498666773,0.94,0.769,6.39940077473403e-07,"9","Pafah1b3"
"Msn3",3.0001663712723e-11,0.40631077003495,1,0.986,6.63426789679444e-07,"9","Msn"
"S100a133",3.40495588027098e-11,0.326508470679939,0.98,0.824,7.52937893804322e-07,"9","S100a13"
"Tab22",3.80723661840642e-11,0.367975821860963,0.953,0.803,8.41894233428211e-07,"9","Tab2"
"Arl6ip52",4.82080409031064e-11,0.39165206530799,0.957,0.81,1.06602440849039e-06,"9","Arl6ip5"
"Tcf43",5.01876471510682e-11,0.89557245105631,0.997,0.824,1.10979944145157e-06,"9","Tcf4"
"AI662270",5.2709249333992e-11,0.386374637233928,0.98,0.846,1.16555963052256e-06,"9","AI662270"
"Kpna31",5.89562604443781e-11,0.461648075525301,0.827,0.701,1.30369978720653e-06,"9","Kpna3"
"Dock112",6.83286569897103e-11,0.618307207320237,0.437,0.354,1.51095159201346e-06,"9","Dock11"
"Nub11",6.8379331788239e-11,0.42635048284315,0.963,0.817,1.51207216383333e-06,"9","Nub1"
"Stat22",7.63522831495556e-11,0.662520557393743,0.333,0.225,1.68837803728612e-06,"9","Stat2"
"Tln11",1.04579798651243e-10,0.406035130601218,1,0.98,2.31257308757493e-06,"9","Tln1"
"Traf62",1.20822357686945e-10,0.564394139381679,0.71,0.647,2.67174479553141e-06,"9","Traf6"
"Srsf52",1.33362028891039e-10,0.303337454541611,1,0.977,2.94903454486754e-06,"9","Srsf5"
"Trib13",1.38974107232057e-10,0.581893924093441,0.48,0.378,3.07313443322248e-06,"9","Trib1"
"Ifitm33",1.47007417169135e-10,0.635540497537407,1,1,3.25077501586108e-06,"9","Ifitm3"
"Mbp1",1.58078892470504e-10,0.443923079200108,0.783,0.699,3.49559854920024e-06,"9","Mbp"
"Cnot6l1",1.58431594231138e-10,0.298191840806011,0.927,0.757,3.50339784323315e-06,"9","Cnot6l"
"Hpcal14",1.82063586239457e-10,0.706386858647628,0.51,0.503,4.0259720825131e-06,"9","Hpcal1"
"Zbp13",1.83796827176945e-10,0.578664495404721,0.3,0.177,4.06429923936378e-06,"9","Zbp1"
"Iscu",2.34926168319056e-10,0.522600090598546,0.823,0.734,5.19492236003928e-06,"9","Iscu"
"Arrb21",2.48017868513884e-10,0.528333535152975,0.3,0.19,5.48441912644752e-06,"9","Arrb2"
"Zfp6222",2.49249576669684e-10,0.342101422120912,0.92,0.748,5.51165588889673e-06,"9","Zfp622"
"Trak12",2.6339876334578e-10,0.364193748615055,0.89,0.73,5.82453685386523e-06,"9","Trak1"
"Birc2",3.13090841007458e-10,0.707501786417085,0.257,0.156,6.92337776719791e-06,"9","Birc2"
"Arpc4",3.16419843164884e-10,0.31101065470546,1,0.996,6.99699199190508e-06,"9","Arpc4"
"Map3k23",3.24828717922395e-10,0.305489265337104,0.823,0.675,7.18293743941792e-06,"9","Map3k2"
"Pcyt1a",3.55919247968475e-10,0.501537335943972,0.913,0.756,7.87044233032689e-06,"9","Pcyt1a"
"Tgfb14",4.00972249998481e-10,0.501981390158578,0.69,0.626,8.8666993642164e-06,"9","Tgfb1"
"Rc3h1",4.28686939525678e-10,0.26941190519396,0.963,0.784,9.47955429373132e-06,"9","Rc3h1"
"Sept61",4.51379304364317e-10,0.574196951351743,0.25,0.151,9.98135055740815e-06,"9","Sept6"
"Rapgef62",4.80668375352221e-10,0.477446294850469,1,0.934,1.06290197841637e-05,"9","Rapgef6"
"Crtc32",4.90908189812655e-10,0.355346415567777,0.83,0.701,1.08554528013272e-05,"9","Crtc3"
"Emd",5.02904554267681e-10,0.3460010700477,0.87,0.746,1.11207284085212e-05,"9","Emd"
"Clk11",5.17560356783553e-10,0.343788955924464,0.997,0.952,1.14448121695547e-05,"9","Clk1"
"Hnrnpd1",5.24455039298382e-10,0.36494404156276,1,0.933,1.15972742840051e-05,"9","Hnrnpd"
"Pnpla8",5.29260726735358e-10,0.322975951423487,0.937,0.766,1.1703542450299e-05,"9","Pnpla8"
"Gosr2",5.52995611729669e-10,0.395474789118696,0.917,0.794,1.22283919621782e-05,"9","Gosr2"
"Abhd17a1",5.6764212066505e-10,0.333423733725192,0.913,0.768,1.25522702142662e-05,"9","Abhd17a"
"Pi4k2a1",5.79873059218597e-10,0.465219307567474,0.823,0.697,1.28227329585008e-05,"9","Pi4k2a"
"Tiam1",5.93471639931576e-10,0.450947183364016,0.897,0.742,1.31234383738069e-05,"9","Tiam1"
"Usp12",6.68877281776161e-10,0.633318435773622,0.373,0.294,1.47908833319162e-05,"9","Usp12"
"Ppp1r182",6.7733113769079e-10,0.572171032977834,0.43,0.355,1.49778234477564e-05,"9","Ppp1r18"
"Tpm42",7.32105790941365e-10,0.262370916937922,1,0.967,1.61890553550864e-05,"9","Tpm4"
"Adam172",7.90105061464656e-10,0.322359213883139,0.887,0.718,1.74715932241679e-05,"9","Adam17"
"Lrrc8d3",7.90691476750566e-10,0.457648592769223,0.697,0.603,1.74845606253853e-05,"9","Lrrc8d"
"Scamp2",7.94050689847221e-10,0.358926973071276,0.96,0.834,1.75588429045916e-05,"9","Scamp2"
"Slc9a92",8.72214859166187e-10,0.716034519343731,0.39,0.296,1.92872871807419e-05,"9","Slc9a9"
"Arl5a1",9.71450104483291e-10,0.485441150105449,0.943,0.787,2.1481676160439e-05,"9","Arl5a"
"Ehd13",9.81582207602035e-10,0.341308459386513,0.96,0.789,2.17057273567038e-05,"9","Ehd1"
"Sdc31",1.29728784740944e-09,0.379131185027678,0.253,0.141,2.86869261697649e-05,"9","Sdc3"
"Atp6ap22",1.43280893305778e-09,0.479019322743844,0.99,0.87,3.16837039367066e-05,"9","Atp6ap2"
"Taf132",1.65709993683749e-09,0.802706782178675,0.627,0.616,3.66434509032873e-05,"9","Taf13"
"Csnk1g12",1.66918194814218e-09,0.285636410531717,0.953,0.791,3.69106204192681e-05,"9","Csnk1g1"
"Usp152",1.79469594681858e-09,0.337564298825319,0.947,0.785,3.96861114719993e-05,"9","Usp15"
"Ric11",1.94498249424018e-09,0.429474582950593,0.893,0.708,4.30093978951332e-05,"9","Ric1"
"Zc3hav13",1.95709754972136e-09,0.495933156700478,0.997,0.933,4.32772981169885e-05,"9","Zc3hav1"
"Sec61b2",1.9742431680493e-09,0.297514311734317,1,0.999,4.36564391750741e-05,"9","Sec61b"
"Gadd45g4",2.18166543409133e-09,0.40788051069118,0.513,0.412,4.82431677440616e-05,"9","Gadd45g"
"Ifngr22",2.37934289678889e-09,0.359302774197742,0.753,0.678,5.26144094766926e-05,"9","Ifngr2"
"Aftph2",2.38744180941859e-09,0.511586986628555,0.697,0.638,5.27935007316732e-05,"9","Aftph"
"Rnd32",2.5830281129418e-09,0.818470894312309,0.357,0.267,5.71185006614821e-05,"9","Rnd3"
"Emb3",2.60491119543907e-09,0.332541632064783,0.947,0.781,5.76024012647443e-05,"9","Emb"
"Pfkp1",2.96719962788778e-09,0.460177156097704,1,0.994,6.56136853714824e-05,"9","Pfkp"
"Tox42",3.07886777747578e-09,0.399208462554858,0.973,0.854,6.8083003163322e-05,"9","Tox4"
"Lrp101",3.20490844836412e-09,0.291443705016008,0.957,0.794,7.08701405186757e-05,"9","Lrp10"
"Slc29a3",3.24720807693069e-09,0.569902123031988,0.27,0.173,7.18055122051685e-05,"9","Slc29a3"
"Cdk131",3.32685135463341e-09,0.355745401923535,0.943,0.77,7.35666640050085e-05,"9","Cdk13"
"Casp81",3.39056207715176e-09,0.314927324418065,0.94,0.783,7.49754992120569e-05,"9","Casp8"
"Xbp11",4.46427738683166e-09,0.265893288230536,0.957,0.769,9.87185658550085e-05,"9","Xbp1"
"Tmem1643",5.0024645344302e-09,0.276943651548373,0.807,0.653,0.000110619498249855,"9","Tmem164"
"Gpbp11",5.10100218905217e-09,0.33596485940376,0.997,0.862,0.000112798461406511,"9","Gpbp1"
"Ilrun1",5.60196575168893e-09,0.35325570294722,0.97,0.814,0.000123876268667097,"9","Ilrun"
"Jund1",5.7440091653334e-09,0.372258904141737,1,0.998,0.000127017274673017,"9","Jund"
"Ccnl21",5.74728559502058e-09,0.287029559776383,0.933,0.784,0.00012708972636269,"9","Ccnl2"
"Sdccag81",6.00292584872146e-09,0.587561739070589,0.593,0.597,0.000132742699292778,"9","Sdccag8"
"Gng23",7.03314719496694e-09,0.729797131413654,0.423,0.35,0.000155523983922304,"9","Gng2"
"Ascc34",7.35709236264064e-09,0.299625490001064,0.987,0.815,0.000162687383415073,"9","Ascc3"
"Tmem219",7.99399541847803e-09,0.340841672530197,0.827,0.727,0.000176771220688805,"9","Tmem219"
"Sipa1l31",8.79060279245174e-09,0.351626417355009,0.773,0.684,0.000194386599549485,"9","Sipa1l3"
"Trim252",9.38774158949518e-09,0.566743179577073,0.57,0.537,0.000207591129768507,"9","Trim25"
"Tsc22d33",9.89156606426436e-09,0.476675022687561,0.357,0.25,0.000218732200379078,"9","Tsc22d3"
"Arf6",1.12192728706357e-08,0.288780626280949,0.93,0.773,0.000248091780988368,"9","Arf6"
"Pomp3",1.27423177276949e-08,0.275151670116526,1,1,0.000281770871912517,"9","Pomp"
"Nfat53",1.37274194020896e-08,0.570054171827513,0.993,0.863,0.000303554425238407,"9","Nfat5"
"Nptn3",1.4447749303056e-08,0.422081873670984,0.993,0.87,0.000319483080338477,"9","Nptn"
"Agpat41",1.47097958866811e-08,0.587513002890764,0.327,0.238,0.000325277716442179,"9","Agpat4"
"Acap22",1.47904134485798e-08,0.273474594948225,0.97,0.804,0.000327060412588444,"9","Acap2"
"Pkib",1.54553603537324e-08,1.17064664333173,0.513,0.548,0.000341764383502084,"9","Pkib"
"Sbno22",1.71961422432946e-08,0.613531652917927,0.353,0.27,0.000380258293425974,"9","Sbno2"
"Ikbkb1",1.97694655863203e-08,0.720991430497697,0.49,0.527,0.000437162192510301,"9","Ikbkb"
"Stx161",2.01955291965535e-08,0.495541818626666,0.727,0.679,0.000446583737123388,"9","Stx16"
"Nfkb22",2.31922945731882e-08,0.65369382099576,0.34,0.259,0.000512851209896911,"9","Nfkb2"
"Ezr3",2.3918234604688e-08,0.33374754849928,0.98,0.849,0.000528903921813465,"9","Ezr"
"Nsd34",2.39197537848453e-08,0.359364344350775,0.993,0.875,0.000528937515444284,"9","Nsd3"
"Gnaq2",3.01515568246947e-08,0.360458237421241,1,0.901,0.000666741376064473,"9","Gnaq"
"Jun3",3.05953545653754e-08,0.419407018860547,1,0.992,0.000676555075504146,"9","Jun"
"Lrba1",3.08766035335147e-08,0.353109262805639,0.797,0.683,0.000682774333936611,"9","Lrba"
"Hnrnpul2",4.04199794736472e-08,0.297907740248281,0.993,0.871,0.00089380700610076,"9","Hnrnpul2"
"Lnx2",4.07134357373865e-08,0.740230750295253,0.287,0.207,0.000900296204460828,"9","Lnx2"
"Lrrfip22",4.16070599859925e-08,0.268144192384096,0.977,0.818,0.000920056917470253,"9","Lrrfip2"
"Ythdc11",4.38353755197003e-08,0.318110358575093,1,0.954,0.000969331658867133,"9","Ythdc1"
"Sgk3",4.52720914403733e-08,0.369967419969338,0.74,0.664,0.00100110175802097,"9","Sgk3"
"Herc43",4.89050513631373e-08,0.446042849593548,0.73,0.635,0.00108143740079305,"9","Herc4"
"Rps6ka5",5.06575466553779e-08,0.75947055340663,0.337,0.258,0.00112019032919037,"9","Rps6ka5"
"Tor1aip11",7.30276120423621e-08,0.361451611760231,0.99,0.861,0.00161485958509275,"9","Tor1aip1"
"Ehbp1l11",7.66951085975971e-08,0.539319330461825,0.303,0.218,0.00169595893641867,"9","Ehbp1l1"
"Zfp6083",8.5381498931789e-08,0.368066756503934,0.943,0.748,0.00188804108587865,"9","Zfp608"
"Kmt2c2",8.86838930035789e-08,0.27685238025133,0.957,0.792,0.00196106692598814,"9","Kmt2c"
"Ifih13",9.81547503287637e-08,1.20981704698014,0.32,0.24,0.00217049599401995,"9","Ifih1"
"Cdc42se22",9.85852977457976e-08,0.344069665324895,0.977,0.843,0.00218001668905282,"9","Cdc42se2"
"Rab5a2",1.063714486833e-07,0.386489650720513,0.99,0.871,0.0023521918447338,"9","Rab5a"
"Adss2",1.13070272836929e-07,0.270207750273599,0.933,0.77,0.00250032294324302,"9","Adss"
"Gramd32",1.26436932050495e-07,0.556600677890938,0.26,0.176,0.00279589987843259,"9","Gramd3"
