"","C_p_val","C_avg_log2FC","C_pct.1","C_pct.2","C_p_val_adj","T_p_val","T_avg_log2FC","T_pct.1","T_pct.2","T_p_val_adj","max_pval","minimump_p_val"
"Rpl18",8.00959925491963e-269,-0.415802478705959,1,1,1.77116268324038e-264,1.37290901273421e-209,-0.382944471807371,1,1,3.03591369985917e-205,1.37290901273421e-209,1.60191985098387e-268
"Dbn1",1.0619972032344e-268,-0.620173519976922,0.09,0.47,2.34839441551223e-264,3.74654018550671e-131,-0.517493425896229,0.074,0.405,8.284724312211e-127,3.74654018550671e-131,2.12399440646877e-268
"Sf3b2",7.16099526795699e-268,-0.43336468985054,1,0.999,1.58351088360333e-263,6.91984631694635e-130,-0.357070784095917,1,0.999,1.53018561606635e-125,6.91984631694635e-130,1.43219905359135e-267
"Mpdz",9.46457646874052e-268,-0.579718499430712,0.133,0.515,2.09290179453259e-263,7.99437025914668e-159,-0.528987112939171,0.136,0.514,1.76779509540511e-154,7.99437025914668e-159,1.89291529374793e-267
"Hnrnpf",1.24751299947101e-267,-0.475890420907618,1,1,2.75862549573024e-263,2.21452533400814e-139,-0.408461066330474,1,1,4.89697987109221e-135,2.21452533400814e-139,2.49502599894199e-267
"Plekho2",1.36443890895366e-267,1.17655003357659,0.531,0.272,3.01718375936922e-263,4.76687882789929e-140,1.10894682454553,0.499,0.286,1.05409991521337e-135,4.76687882789929e-140,2.72887781790723e-267
"Mertk",1.50569481419746e-267,1.18739581122169,0.318,0.087,3.32954294263484e-263,1.1335946225834e-250,1.33496830366355,0.381,0.104,2.50671778891868e-246,1.1335946225834e-250,3.01138962839482e-267
"Armcx2",2.00221202808861e-267,-0.540694684744152,0.111,0.497,4.42749145771235e-263,7.87477875787704e-165,-0.524371074410227,0.143,0.528,1.74134982672935e-160,7.87477875787704e-165,4.0044240561771e-267
"Rps25",2.23177324956258e-267,-0.389480016798959,1,1,4.93512018675773e-263,3.89303479374366e-154,-0.292791253478034,1,1,8.60866783940536e-150,3.89303479374366e-154,4.46354649912515e-267
"Cdkn1a",3.43496815875838e-267,0.616244410626097,0.994,0.718,7.5957450894624e-263,1.01505678996754e-123,0.422015714183666,0.979,0.652,2.24459507965523e-119,1.01505678996754e-123,6.86993631751634e-267
"Por",4.3844561700668e-267,0.844070106823035,0.968,0.705,9.69534792886871e-263,3.20877709055152e-217,0.987223062393445,0.981,0.719,7.09556878033658e-213,3.20877709055152e-217,8.76891234013316e-267
"Fam53b",1.51886453692177e-266,-0.608544452801465,0.993,0.96,3.35866515049512e-262,1.20112194872072e-168,-0.51992884542847,0.997,0.976,2.65604096520613e-164,1.20112194872072e-168,3.03772907384344e-266
"Tmem106a",2.12168050381589e-266,1.15565221237044,0.447,0.195,4.69167209808807e-262,4.95654778084064e-161,1.09758122594383,0.448,0.215,1.09604141077729e-156,4.95654778084064e-161,4.24336100763159e-266
"Ndufb10",2.46388950846664e-266,-0.46867373870853,1,0.999,5.44839887007228e-262,8.38651080615428e-152,-0.393206600987203,1,0.999,1.85450913456489e-147,8.38651080615428e-152,4.92777901693292e-266
"Slc2a5",5.66724446926005e-266,-0.559990087110013,0.096,0.474,1.25319776948748e-261,6.74423200358816e-162,-0.537368279679121,0.116,0.496,1.49135202295345e-157,6.74423200358816e-162,1.13344889385192e-265
"Fndc3b",1.44497513425123e-265,0.714134822127104,0.997,0.84,3.19527351436975e-261,2.38617284260281e-79,0.636383510810598,0.995,0.818,5.2765440068476e-75,2.38617284260281e-79,2.88995026850235e-265
"Rps23",1.6029969954086e-265,-0.38273976974138,1,1,3.54470725594704e-261,7.62497495268222e-125,-0.258083881427669,1,1,1.68611071128662e-120,7.62497495268222e-125,3.20599399081704e-265
"Pi4k2a",3.49632239583249e-265,0.812297309645784,0.952,0.682,7.73141771390439e-261,9.51915492033813e-80,0.510902964971622,0.854,0.649,2.10497072753437e-75,9.51915492033813e-80,6.99264479166447e-265
"Brk1",3.99633237510144e-265,-0.428031077811519,1,1,8.83708978106181e-261,5.97894401779954e-172,-0.392945804398996,1,1,1.32212389065601e-167,5.97894401779954e-172,7.99266475020261e-265
"Neurl3",1.53665038803955e-113,0.402219067745213,0.2,0.06,3.39799500307186e-109,4.05442406308458e-265,0.830880897218259,0.271,0.041,8.96554793069892e-261,1.53665038803955e-113,8.10884812616868e-265
"Zbtb20",8.22874615166255e-265,-0.615637054104435,0.999,0.994,1.81962263651714e-260,8.38524564667763e-105,-0.435006153828303,0.999,0.995,1.85422936984982e-100,8.38524564667763e-105,1.64574923033242e-264
"Sgip1",1.17447979881939e-264,-0.799915021330751,0.989,0.942,2.59712717912933e-260,5.40177551497411e-113,-0.620254467935054,0.984,0.922,1.19449461962622e-108,5.40177551497411e-113,2.34895959763858e-264
"Asph",1.23875228413927e-264,0.881213924691422,0.952,0.674,2.73925292591718e-260,1.41870824483408e-27,0.641983737145343,0.575,0.546,3.1371895418016e-23,1.41870824483408e-27,2.47750456827843e-264
"Ncf2",5.33985372215632e-264,0.785484153736399,0.982,0.702,1.18080185358043e-259,1.0696055560588e-152,0.717571553237163,0.959,0.675,2.36521876611283e-148,1.0696055560588e-152,1.06797074443121e-263
"Vamp5",1.45870473098899e-263,-0.951834488275845,0.995,0.955,3.22563377163596e-259,9.21430696119337e-162,-0.794097635605008,0.997,0.968,2.03755969832869e-157,9.21430696119337e-162,2.91740946197775e-263
"Arhgap15",2.73389592422615e-263,0.908763098431911,0.412,0.129,6.04546405724129e-259,7.62261014463428e-171,0.880960386024776,0.301,0.079,1.68558778128298e-166,7.62261014463428e-171,5.46779184845179e-263
"Tubb5",3.41973276777723e-263,-0.680680848553263,1,0.999,7.56205506938579e-259,1.1045690840136e-110,-0.564041501421095,1,0.999,2.44253361547928e-106,1.1045690840136e-110,6.83946553555401e-263
"Tle4",5.10463772267457e-263,0.86788390414516,0.921,0.633,1.12878853961503e-258,1.05721919669171e-99,0.66182713093518,0.907,0.659,2.33782880964437e-95,1.05721919669171e-99,1.02092754453489e-262
"Mbd3",6.69873377470196e-263,-0.463556212501941,0.997,0.986,1.48129099959984e-258,4.76956764894069e-109,-0.339341672837691,0.997,0.989,1.05469449421025e-104,4.76956764894069e-109,1.33974675494039e-262
"Fnbp1",6.94943593299354e-263,0.706662946164278,0.965,0.671,1.53672876786286e-258,3.45948590431543e-182,0.845988757496535,0.934,0.649,7.64996118021271e-178,3.45948590431543e-182,1.38988718659868e-262
"Bcl2a1d",8.93473991268773e-263,0.710422253300185,0.242,0.041,1.97573903689264e-258,1.82490384919671e-208,0.673942994028665,0.197,0.026,4.03540988172868e-204,1.82490384919671e-208,1.78694798253747e-262
"Alx1",9.85182034782378e-263,-0.568470659630237,0.035,0.397,2.17853303351427e-258,5.38836688685311e-144,-0.504690158690773,0.038,0.377,1.19152956968983e-139,5.38836688685311e-144,1.97036406956471e-262
"Chchd6",1.06606669527709e-262,-0.503170852291823,0.995,0.971,2.35739328326622e-258,5.76940600014094e-147,-0.389596166472148,0.996,0.978,1.27578874881117e-142,5.76940600014094e-147,2.13213339055398e-262
"Pianp",2.74867679423295e-262,-0.541712931626948,0.987,0.929,6.07814899508733e-258,3.28958261447809e-151,-0.488494202424601,0.991,0.956,7.2742540353954e-147,3.28958261447809e-151,5.49735358846555e-262
"Nudc",4.15685891673417e-262,-0.524807161799123,0.998,0.995,9.19206212257427e-258,6.44073589988978e-161,-0.468609048625851,1,0.997,1.42423992954263e-156,6.44073589988978e-161,8.31371783346784e-262
"Dag1",8.16485356952847e-262,-0.558938337521032,0.992,0.974,1.80549406982983e-257,1.21047021578108e-116,-0.436322903826745,0.997,0.967,2.67671278815671e-112,1.21047021578108e-116,1.63297071390563e-261
"Lyplal1",1.56587582897908e-261,-0.545368729370623,0.16,0.537,3.46262122062144e-257,6.92703567658832e-177,-0.545989361735777,0.132,0.529,1.53177539916397e-172,6.92703567658832e-177,3.13175165795816e-261
"Hoxa10",7.14539457640168e-261,-0.553920927792589,0.056,0.422,1.5800611026797e-256,2.0056860154083e-161,-0.543636838853578,0.073,0.445,4.43517348587238e-157,2.0056860154083e-161,1.42907891528031e-260
"Snrnp27",1.00551863232462e-260,-0.442600131710106,1,0.997,2.22350335165944e-256,2.29101970525197e-159,-0.392942550607322,1,0.999,5.06613187422369e-155,2.29101970525197e-159,2.01103726464903e-260
"Osbpl9",1.28537967391014e-260,0.928090916450595,0.977,0.728,2.84236007291749e-256,3.49898397357182e-101,0.66355297405694,0.925,0.691,7.73730326075936e-97,3.49898397357182e-101,2.57075934782006e-260
"Ncl",1.69357724431052e-260,-0.608913190993666,1,1,3.74500736034385e-256,1.26581727546781e-183,-0.61465192479975,1,1,2.79910174124197e-179,1.26581727546781e-183,3.38715448862086e-260
"Bmyc",1.74406765700028e-260,-0.740367088842847,0.989,0.951,3.85665680992471e-256,9.78800875784832e-197,-0.721509019033426,0.997,0.973,2.164422376623e-192,9.78800875784832e-197,3.48813531400049e-260
"Bcl2l11",2.69791369348698e-260,1.23157815263368,0.636,0.388,5.96589655040775e-256,3.91367272854452e-128,1.14435237622319,0.522,0.31,8.6543045046305e-124,3.91367272854452e-128,5.39582738697363e-260
"Ikzf1",3.61042047682124e-260,0.713647020467789,0.295,0.063,7.9837228003948e-256,1.20597345102101e-215,0.715076519835818,0.252,0.043,2.66676909224275e-211,1.20597345102101e-215,7.22084095364197e-260
"Cdk2",4.63965375227557e-260,-0.543269950384077,0.979,0.91,1.0259666342407e-255,5.43806186673958e-139,-0.453909507058964,0.977,0.891,1.20251862059212e-134,5.43806186673958e-139,9.27930750455015e-260
"Shisa5",5.78190690102165e-260,0.703619118912928,0.979,0.697,1.27855307302292e-255,3.56202880982889e-150,0.67642829802187,0.948,0.677,7.87671430717462e-146,3.56202880982889e-150,1.15638138020422e-259
"Idh3a",7.10530665630275e-260,-0.601910294805408,0.989,0.95,1.57119646090823e-255,2.98194228202675e-110,-0.445386994889186,0.987,0.931,6.59396896824576e-106,2.98194228202675e-110,1.42106133126053e-259
"Arg2",3.12120954409399e-115,0.469436937510498,0.226,0.074,6.90193066485505e-111,7.7333713919731e-260,1.00408698989336,0.364,0.078,1.71008041590701e-255,3.12120954409399e-115,1.5466742783945e-259
"Enho",9.3258394535275e-260,-0.711659469648491,0.989,0.947,2.06222287835854e-255,3.55589930152397e-204,-0.640322223579659,0.995,0.973,7.86316012545995e-200,3.55589930152397e-204,1.86516789070544e-259
"Nfe2l2",3.90933721657251e-245,0.782093911143953,0.998,0.93,8.6447173870068e-241,1.01385072568111e-259,1.10081570886364,0.996,0.933,2.24192810969863e-255,3.90933721657251e-245,2.02770145136203e-259
"Ndufv3",1.33606009201713e-259,-0.582418867636079,1,1,2.95442968147748e-255,6.05250720112776e-163,-0.474895865307732,1,1,1.33839091738538e-158,6.05250720112776e-163,2.67212018403405e-259
"Gpr141",1.82713368190852e-259,0.878459809077504,0.234,0.039,4.04034071080431e-255,2.43327002908755e-84,0.446198674398537,0.156,0.039,5.3806900153213e-80,2.43327002908755e-84,3.65426736381691e-259
"Fam129b",2.26422217362282e-259,1.30110551624939,0.669,0.474,5.00687449253214e-255,2.07690833906484e-33,0.940286051855115,0.428,0.388,4.59266741017407e-29,2.07690833906484e-33,4.52844434724533e-259
"Cdv3",5.32297181518461e-258,-0.483347720805742,1,0.998,1.17706875749177e-253,1.94654000981436e-174,-0.473785801455571,1,0.998,4.3043839237025e-170,1.94654000981436e-174,1.06459436303689e-257
"Ndufs4",7.92409502000383e-258,-0.422181280033666,1,0.999,1.75225513177345e-253,3.58593919634034e-177,-0.411378363292576,0.999,0.999,7.9295873448674e-173,3.58593919634034e-177,1.58481900400069e-257
"Bcar1",1.93179940491292e-257,-0.562752201938531,0.114,0.491,4.27178802408394e-253,9.07636875908291e-116,-0.429941747501755,0.043,0.341,2.007057423696e-111,9.07636875908291e-116,3.86359880982576e-257
"Ruvbl1",2.67016076420639e-257,-0.568078398302416,0.994,0.965,5.9045264978896e-253,1.55559854504104e-168,-0.502148192613423,0.995,0.974,3.43989506264925e-164,1.55559854504104e-168,5.34032152841248e-257
"H2-Eb1",2.70730971023463e-257,1.54373775360558,0.42,0.154,5.98667396224183e-253,5.61607418815064e-109,1.44714544301796,0.169,0.039,1.24188248522575e-104,5.61607418815064e-109,5.41461942046869e-257
"Rin2",2.80919201326469e-257,1.16959127100477,0.723,0.508,6.21196629893221e-253,4.22289267019754e-14,0.697760090082851,0.458,0.488,9.33808256160782e-10,4.22289267019754e-14,5.61838402652879e-257
"Rpl35",3.61973488460939e-257,-0.423688882995513,1,1,8.00431975033674e-253,6.06050330318011e-148,-0.307881879843648,1,1,1.34015909543222e-143,6.06050330318011e-148,7.2394697692186e-257
"Cort",3.64703335686043e-257,-0.602676708920383,0.131,0.502,8.06468486202546e-253,3.8390257455531e-50,-0.353405935563799,0.445,0.592,8.48923763114158e-46,3.8390257455531e-50,7.29406671372028e-257
"Ccrl2",3.38887976902713e-223,0.530893049889347,0.364,0.111,7.4938298332497e-219,4.07708729545337e-257,0.738263716651919,0.497,0.14,9.01566313643603e-253,3.38887976902713e-223,8.15417459090585e-257
"Tmem164",8.24099428369422e-257,0.847690122422534,0.929,0.633,1.8223310659533e-252,1.87607548267248e-133,0.804379008837801,0.856,0.601,4.14856571483366e-129,1.87607548267248e-133,1.64819885673867e-256
"Uqcrc1",2.16085434396499e-256,-0.521325273266738,1,0.996,4.77829721080979e-252,1.41729844426117e-156,-0.45824671207774,1,0.997,3.13407204979473e-152,1.41729844426117e-156,4.32170868792982e-256
"Gnao1",2.50159404082976e-256,-0.5751056167621,0.127,0.499,5.53177490248685e-252,3.89523754314543e-102,-0.451550429286945,0.309,0.58,8.6135387791575e-98,3.89523754314543e-102,5.00318808165912e-256
"Sdsl",3.12259607682574e-256,-0.55982100847378,0.094,0.464,6.90499670468475e-252,1.29290580536364e-57,-0.340846613769608,0.421,0.598,2.85900260740062e-53,1.29290580536364e-57,6.24519215365132e-256
"Bcl6",4.6711703777285e-256,1.23693696913139,0.49,0.223,1.0329359056271e-251,3.98385806403353e-122,1.07334388998795,0.399,0.188,8.80950533699734e-118,3.98385806403353e-122,9.34234075545598e-256
"Tanc1",6.03264600930813e-256,-0.627614858328127,0.985,0.922,1.33399901203831e-251,3.64001106590228e-107,-0.505470206363078,0.985,0.916,8.04915647002972e-103,3.64001106590228e-107,1.2065292018616e-255
"Snx2",9.46372574893173e-256,0.859840283291399,0.986,0.759,2.09271367486127e-251,1.50067890382682e-85,0.536648795272982,0.934,0.714,3.31845126003225e-81,1.50067890382682e-85,1.89274514978634e-255
"Cystm1",1.20088976165626e-255,-0.534285752105405,0.981,0.911,2.65552752995049e-251,1.64832518813026e-146,-0.501981884962037,0.977,0.883,3.64494148851244e-142,1.64832518813026e-146,2.40177952331226e-255
"Crnde",1.42225807063109e-255,-0.551411051303,0.058,0.422,3.14503927158652e-251,1.80221615236086e-172,-0.542472105687294,0.122,0.515,3.98524057771556e-168,1.80221615236086e-172,2.84451614126217e-255
"Mrpl15",3.96906074871928e-255,-0.479428507219414,0.996,0.986,8.77678403364294e-251,1.56272971172577e-139,-0.418070600129031,0.997,0.985,3.45566421153919e-135,1.56272971172577e-139,7.93812149743815e-255
"Pbdc1",3.62137233797241e-254,-0.467028465569238,0.999,0.992,8.00794065095838e-250,1.84634225348402e-159,-0.423896079926653,0.999,0.995,4.08281662512922e-155,1.84634225348402e-159,7.24274467594464e-254
"Shisa4",1.03175421568788e-253,-0.557941163298975,0.039,0.394,2.2815180971506e-249,2.00238282083352e-162,-0.541371120189688,0.101,0.48,4.42786913170917e-158,2.00238282083352e-162,2.06350843137572e-253
"Antxr1",1.49856519858647e-253,-0.702193917373331,0.108,0.476,3.31377722363425e-249,6.04212307879184e-163,-0.601055663245532,0.116,0.496,1.33609467641324e-158,6.04212307879184e-163,2.9971303971728e-253
"Yes1",2.68816340905396e-253,-0.580629844628819,0.092,0.461,5.94433574644102e-249,1.26190967791263e-140,-0.549310192408563,0.065,0.404,2.7904608707682e-136,1.26190967791263e-140,5.37632681810739e-253
"Wasf1",5.27406576922289e-253,-0.5564182177188,0.069,0.432,1.16625416354826e-248,3.54936125853077e-174,-0.566816797190343,0.101,0.492,7.84870255098909e-170,3.54936125853077e-174,1.05481315384447e-252
"Laptm4b",5.70277478422253e-253,-0.552850268958407,0.986,0.942,1.26105458803513e-248,2.89843494532174e-136,-0.489691674192264,0.991,0.95,6.40930919458997e-132,2.89843494532174e-136,1.1405549568444e-252
"Ndufv1",6.45030467024764e-253,-0.471689587084249,0.996,0.979,1.42635587173186e-248,3.1692287622071e-160,-0.430981881652209,0.997,0.984,7.00811556186857e-156,3.1692287622071e-160,1.29006093404952e-252
"Scarf2",1.2574466234633e-252,-0.534747232567002,0.095,0.466,2.7805917184644e-248,4.05811223188986e-160,-0.531073690925305,0.132,0.511,8.97370357837804e-156,4.05811223188986e-160,2.51489324692656e-252
"Ift81",1.73091516902768e-252,-0.544157778790166,0.034,0.388,3.8275727132709e-248,3.45200474423074e-149,-0.512182634417212,0.072,0.429,7.63341809091744e-145,3.45200474423074e-149,3.46183033805497e-252
"Atp5g1",1.88499272841093e-252,-0.57285297866984,1,1,4.16828442033509e-248,4.30184509106688e-191,-0.544362562429806,1,1,9.5126700498762e-187,4.30184509106688e-191,3.76998545682177e-252
"Sh2b2",1.28782217553301e-248,0.699435992561097,0.313,0.077,2.84776117675614e-244,1.93821646556103e-252,0.848622531339056,0.313,0.06,4.2859780702951e-248,1.28782217553301e-248,3.87643293112188e-252
"Ptger4",3.57280326534294e-252,0.858180118923998,0.251,0.05,7.90053986065285e-248,2.03816025992955e-177,0.702446422806579,0.181,0.028,4.50698378278221e-173,2.03816025992955e-177,7.14560653068535e-252
"Tomm40",1.63793889616224e-251,-0.507030414944291,0.994,0.978,3.62197428108355e-247,3.63454225646907e-128,-0.456905664733485,0.99,0.96,8.03706329173005e-124,3.63454225646907e-128,3.27587779232443e-251
"Mrpl20",2.398516015632e-251,-0.458445096780837,1,0.997,5.30383846536703e-247,4.19890587230774e-154,-0.402563886954757,0.999,0.998,9.28504055543411e-150,4.19890587230774e-154,4.79703203126378e-251
"Fez1",6.44394219199136e-251,-0.582115225185258,0.064,0.425,1.42494893691505e-246,2.50434897097562e-146,-0.544530010991787,0.089,0.442,5.53786687951839e-142,2.50434897097562e-146,1.28878843839814e-250
"Smc6",6.96960971921275e-251,-0.525282764138919,0.996,0.983,1.54118979720951e-246,1.84064916611872e-135,-0.462952296363948,0.997,0.975,4.07022750103834e-131,1.84064916611872e-135,1.3939219438424e-250
"Cers4",1.00893613960014e-250,-0.562227960936699,0.042,0.397,2.2310604854978e-246,8.90597822209097e-169,-0.559466957530549,0.142,0.527,1.96937896425098e-164,8.90597822209097e-169,2.01787227920012e-250
"Mmp12",1.02758780008657e-250,3.10535274819236,0.304,0.085,2.27230490233143e-246,1.17871481881698e-163,1.45414484701892,0.115,0.011,2.60649207884998e-159,1.17871481881698e-163,2.05517560017303e-250
"Ddr1",2.27795283887488e-250,-0.538318827028122,0.057,0.418,5.03723711260402e-246,3.26996264184292e-135,-0.49606388540167,0.078,0.415,7.23086838990725e-131,3.26996264184292e-135,4.5559056777496e-250
"Akt1",2.94136881219389e-250,-0.495146275594381,0.997,0.986,6.50424885440436e-246,2.76972473625733e-146,-0.426042585605337,0.999,0.99,6.12469230928584e-142,2.76972473625733e-146,5.88273762438751e-250
"Bag2",3.32200777914387e-250,-0.549326621574573,0.159,0.529,7.34595580202084e-246,1.81708646575987e-136,-0.512710106915885,0.065,0.399,4.0181233017348e-132,1.81708646575987e-136,6.64401555828761e-250
"Tmem126a",4.17257941518731e-250,-0.468474273824127,0.996,0.987,9.22682486080369e-246,4.10009168912428e-137,-0.402623772432434,0.997,0.99,9.06653275216052e-133,4.10009168912428e-137,8.34515883037461e-250
"Amotl2",4.368021747209e-250,-0.582947777157006,0.053,0.411,9.65900648960326e-246,3.09502078819332e-130,-0.476542123331574,0.057,0.385,6.84401946893188e-126,3.09502078819332e-130,8.73604349441732e-250
"Kctd15",4.59628178109297e-250,-0.524727468205616,0.041,0.397,1.01637579025309e-245,5.14272486797603e-152,-0.508192106640871,0.087,0.45,1.13721075005554e-147,5.14272486797603e-152,9.19256356218508e-250
